_id,asmGrd,asmGrdNm,asmNm,yadmNm,ykiho
65f10f59b5a3f17e1ea35b3c,3,3회연속,급성기 뇌졸중,학교법인)동의병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQyNjEwMDIjNDEjJDEjJDgjJDgz
65f10f59b5a3f17e1ea35b3d,3,3회연속,만성폐쇄성폐질환,학교법인)동의병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQyNjEwMDIjNDEjJDEjJDgjJDgz
65f10f59b5a3f17e1ea35b3e,3,3회연속,폐렴,학교법인)동의병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQyNjEwMDIjNDEjJDEjJDgjJDgz
65f10f59b5a3f17e1ea35b3f,3,3회연속,급성기 뇌졸중,의료법인정화의료재단 봉생기념병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQzNjEyMjIjNTEjJDEjJDIjJDgz
65f10f59b5a3f17e1ea35b40,3,3회연속,만성폐쇄성폐질환,의료법인정화의료재단 봉생기념병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQzNjEyMjIjNTEjJDEjJDIjJDgz
65f10f59b5a3f17e1ea35b41,3,3회연속,폐렴,의료법인정화의료재단 봉생기념병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQzNjEyMjIjNTEjJDEjJDIjJDgz
65f10f59b5a3f17e1ea35b42,3,3회연속,만성폐쇄성폐질환,의료법인 은성의료재단 좋은강안병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQ0NjE0ODEjNjEjJDEjJDgjJDgz
65f10f59b5a3f17e1ea35b43,2,2회연속,급성기 뇌졸중,의료법인 은성의료재단 좋은강안병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQ0NjE0ODEjNjEjJDEjJDgjJDgz
65f10f59b5a3f17e1ea35b44,3,3회연속,폐렴,의료법인 은성의료재단 좋은강안병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQ0NjE0ODEjNjEjJDEjJDgjJDgz
65f10f59b5a3f17e1ea35b45,3,3회연속,폐렴,의료법인은성의료재단좋은삼선병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQyNjE0ODEjNDEjJDEjJDgjJDgz
65f10f59b5a3f17e1ea35b46,3,3회연속,만성폐쇄성폐질환,의료법인은성의료재단좋은삼선병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQyNjE0ODEjNDEjJDEjJDgjJDgz
65f10f59b5a3f17e1ea35b47,3,3회연속,급성기 뇌졸중,의료법인은성의료재단좋은삼선병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQyNjE0ODEjNDEjJDEjJDgjJDgz
65f10f59b5a3f17e1ea35b48,3,3회연속,폐렴,영도병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQyNjE4MzIjNjEjJDEjJDQjJDgz
65f10f59b5a3f17e1ea35b49,3,3회연속,폐렴,동래봉생병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQyNjEwMDIjODEjJDEjJDYjJDgz
65f10f59b5a3f17e1ea35b4a,3,3회연속,만성폐쇄성폐질환,좋은문화병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQzNjE0ODEjNTEjJDEjJDYjJDgz
65f10f59b5a3f17e1ea35b4b,3,3회연속,폐렴,좋은문화병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQzNjE0ODEjNTEjJDEjJDYjJDgz
65f10f59b5a3f17e1ea35b4c,3,3회연속,관상동맥우회술,비에이치에스한서병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQzNjEwMDIjNDEjJDEjJDgjJDgz
65f10f59b5a3f17e1ea35b4d,3,3회연속,폐렴,비에이치에스한서병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQzNjEwMDIjNDEjJDEjJDgjJDgz
65f10f59b5a3f17e1ea35b4e,1,최근우수,급성기 뇌졸중,대동병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQ0NjE0ODEjNDEjJDEjJDQjJDgz
65f10f59b5a3f17e1ea35b4f,1,최근우수,혈액투석,대동병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQ0NjE0ODEjNDEjJDEjJDQjJDgz
65f10f59b5a3f17e1ea35b50,1,최근우수,만성폐쇄성폐질환,대동병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQ0NjE0ODEjNDEjJDEjJDQjJDgz
65f10f59b5a3f17e1ea35b51,2,2회연속,폐렴,대동병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQ0NjE0ODEjNDEjJDEjJDQjJDgz
65f10f59b5a3f17e1ea35b52,3,3회연속,관상동맥우회술,고신대학교복음병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjE4MzIjODEjJDEjJDYjJDgz
65f10f59b5a3f17e1ea35b53,3,3회연속,급성기 뇌졸중,고신대학교복음병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjE4MzIjODEjJDEjJDYjJDgz
65f10f59b5a3f17e1ea35b54,3,3회연속,혈액투석,고신대학교복음병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjE4MzIjODEjJDEjJDYjJDgz
65f10f59b5a3f17e1ea35b55,3,3회연속,대장암,고신대학교복음병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjE4MzIjODEjJDEjJDYjJDgz
65f10f59b5a3f17e1ea35b56,3,3회연속,유방암,고신대학교복음병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjE4MzIjODEjJDEjJDYjJDgz
65f10f59b5a3f17e1ea35b57,3,3회연속,폐암,고신대학교복음병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjE4MzIjODEjJDEjJDYjJDgz
65f10f59b5a3f17e1ea35b58,3,3회연속,만성폐쇄성폐질환,고신대학교복음병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjE4MzIjODEjJDEjJDYjJDgz
65f10f59b5a3f17e1ea35b59,3,3회연속,위암,고신대학교복음병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjE4MzIjODEjJDEjJDYjJDgz
65f10f59b5a3f17e1ea35b5a,3,3회연속,폐렴,고신대학교복음병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjE4MzIjODEjJDEjJDYjJDgz
65f10f59b5a3f17e1ea35b5b,3,3회연속,대장암,재단법인천주교부산교구유지재단 메리놀병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEwMDIjNTEjJDEjJDIjJDgz
65f10f59b5a3f17e1ea35b5c,3,3회연속,폐렴,재단법인천주교부산교구유지재단 메리놀병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEwMDIjNTEjJDEjJDIjJDgz
65f10f59b5a3f17e1ea35b5d,3,3회연속,폐렴,부산대학교병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEyMjIjNDEjJDEjJDgjJDgz
65f10f59b5a3f17e1ea35b5e,3,3회연속,만성폐쇄성폐질환,부산대학교병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEyMjIjNDEjJDEjJDgjJDgz
65f10f59b5a3f17e1ea35b5f,3,3회연속,위암,부산대학교병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEyMjIjNDEjJDEjJDgjJDgz
65f10f59b5a3f17e1ea35b60,3,3회연속,폐암,부산대학교병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEyMjIjNDEjJDEjJDgjJDgz
65f10f59b5a3f17e1ea35b61,3,3회연속,유방암,부산대학교병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEyMjIjNDEjJDEjJDgjJDgz
65f10f59b5a3f17e1ea35b62,3,3회연속,대장암,부산대학교병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEyMjIjNDEjJDEjJDgjJDgz
65f10f59b5a3f17e1ea35b63,3,3회연속,관상동맥우회술,부산대학교병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEyMjIjNDEjJDEjJDgjJDgz
65f10f59b5a3f17e1ea35b64,3,3회연속,혈액투석,부산대학교병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEyMjIjNDEjJDEjJDgjJDgz
65f10f59b5a3f17e1ea35b65,3,3회연속,급성기 뇌졸중,부산대학교병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEyMjIjNDEjJDEjJDgjJDgz
65f10f59b5a3f17e1ea35b66,3,3회연속,만성폐쇄성폐질환,부산성모병원(재단법인 천주교부산교구유지재단),JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjEwMDIjNjEjJDEjJDQjJDgz
65f10f59b5a3f17e1ea35b67,3,3회연속,폐렴,부산성모병원(재단법인 천주교부산교구유지재단),JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjEwMDIjNjEjJDEjJDQjJDgz
65f10f59b5a3f17e1ea35b68,3,3회연속,급성기 뇌졸중,부산성모병원(재단법인 천주교부산교구유지재단),JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjEwMDIjNjEjJDEjJDQjJDgz
65f10f59b5a3f17e1ea35b69,3,3회연속,폐렴,인제대학교부산백병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjEyMjIjNTEjJDEjJDYjJDgz
65f10f59b5a3f17e1ea35b6a,3,3회연속,급성기 뇌졸중,인제대학교부산백병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjEyMjIjNTEjJDEjJDYjJDgz
65f10f59b5a3f17e1ea35b6b,3,3회연속,혈액투석,인제대학교부산백병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjEyMjIjNTEjJDEjJDYjJDgz
65f10f59b5a3f17e1ea35b6c,3,3회연속,관상동맥우회술,인제대학교부산백병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjEyMjIjNTEjJDEjJDYjJDgz
65f10f59b5a3f17e1ea35b6d,3,3회연속,대장암,인제대학교부산백병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjEyMjIjNTEjJDEjJDYjJDgz
65f10f59b5a3f17e1ea35b6e,3,3회연속,유방암,인제대학교부산백병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjEyMjIjNTEjJDEjJDYjJDgz
65f10f59b5a3f17e1ea35b6f,3,3회연속,폐암,인제대학교부산백병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjEyMjIjNTEjJDEjJDYjJDgz
65f10f59b5a3f17e1ea35b70,3,3회연속,만성폐쇄성폐질환,인제대학교부산백병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjEyMjIjNTEjJDEjJDYjJDgz
65f10f59b5a3f17e1ea35b71,3,3회연속,위암,인제대학교부산백병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjEyMjIjNTEjJDEjJDYjJDgz
65f10f59b5a3f17e1ea35b72,3,3회연속,위암,인제대학교 해운대백병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQyNjE0ODEjODEjJDEjJDIjJDgz
65f10f59b5a3f17e1ea35b73,2,2회연속,혈액투석,인제대학교 해운대백병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQyNjE0ODEjODEjJDEjJDIjJDgz
65f10f59b5a3f17e1ea35b74,3,3회연속,급성기 뇌졸중,인제대학교 해운대백병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQyNjE0ODEjODEjJDEjJDIjJDgz
65f10f59b5a3f17e1ea35b75,3,3회연속,관상동맥우회술,인제대학교 해운대백병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQyNjE0ODEjODEjJDEjJDIjJDgz
65f10f59b5a3f17e1ea35b76,3,3회연속,대장암,인제대학교 해운대백병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQyNjE0ODEjODEjJDEjJDIjJDgz
65f10f59b5a3f17e1ea35b77,3,3회연속,유방암,인제대학교 해운대백병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQyNjE0ODEjODEjJDEjJDIjJDgz
65f10f59b5a3f17e1ea35b78,3,3회연속,폐암,인제대학교 해운대백병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQyNjE0ODEjODEjJDEjJDIjJDgz
65f10f59b5a3f17e1ea35b79,3,3회연속,만성폐쇄성폐질환,인제대학교 해운대백병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQyNjE0ODEjODEjJDEjJDIjJDgz
65f10f59b5a3f17e1ea35b7a,3,3회연속,폐렴,인제대학교 해운대백병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQyNjE0ODEjODEjJDEjJDIjJDgz
65f10f59b5a3f17e1ea35b7b,2,2회연속,만성폐쇄성폐질환,의료법인 인당의료재단 부민병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQyNjE4MzIjNTEjJDEjJDIjJDgz
65f10f59b5a3f17e1ea35b7c,3,3회연속,폐렴,의료법인 인당의료재단 부민병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQyNjE4MzIjNTEjJDEjJDIjJDgz
65f10f59b5a3f17e1ea35b7d,3,3회연속,폐렴,의료법인 온그룹의료재단 온종합병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQyNjEwMDIjNjEjJDEjJDgjJDgz
65f10f59b5a3f17e1ea35b7e,2,2회연속,혈액투석,동남권원자력의학원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQyNjEyMjIjNjEjJDEjJDAjJDgz
65f10f59b5a3f17e1ea35b7f,3,3회연속,유방암,동남권원자력의학원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQyNjEyMjIjNjEjJDEjJDAjJDgz
65f10f59b5a3f17e1ea35b80,3,3회연속,폐암,동남권원자력의학원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQyNjEyMjIjNjEjJDEjJDAjJDgz
65f10f59b5a3f17e1ea35b81,3,3회연속,위암,동남권원자력의학원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQyNjEyMjIjNjEjJDEjJDAjJDgz
65f10f59b5a3f17e1ea35b82,3,3회연속,대장암,동남권원자력의학원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQyNjEyMjIjNjEjJDEjJDAjJDgz
65f10f59b5a3f17e1ea35b83,2,2회연속,폐렴,의료법인 인당의료재단 해운대부민병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQzNjE0ODEjNDEjJDEjJDgjJDgz
65f10f59b5a3f17e1ea35b84,1,최근우수,폐렴,의료법인 행도의료재단 해동병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQzNjE4MzIjNjEjJDEjJDQjJDgz
65f10f59b5a3f17e1ea35b85,3,3회연속,폐렴,구포성심병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQzNjEyMjIjNzEjJDEjJDgjJDgz
65f10f59b5a3f17e1ea35b86,3,3회연속,폐렴,한국보훈복지의료공단 부산보훈병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQ0NjEwMDIjNTEjJDEjJDIjJDgz
65f10f59b5a3f17e1ea35b87,3,3회연속,만성폐쇄성폐질환,한국보훈복지의료공단 부산보훈병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQ0NjEwMDIjNTEjJDEjJDIjJDgz
65f10f59b5a3f17e1ea35b88,3,3회연속,만성폐쇄성폐질환,부산광역시의료원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjE0ODEjODEjJDEjJDYjJDgz
65f10f59b5a3f17e1ea35b89,1,최근우수,혈액투석,부산광역시의료원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjE0ODEjODEjJDEjJDYjJDgz
65f10f59b5a3f17e1ea35b8a,3,3회연속,폐렴,삼육부산병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjEyMjIjNjEjJDEjJDQjJDgz
65f10f59b5a3f17e1ea35b8b,1,최근우수,폐렴,학교법인 춘해병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQzNjEyMjIjODEjJDEjJDIjJDgz
65f10f59b5a3f17e1ea35b8c,3,3회연속,폐렴,동아대학교병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQ0NjEwMDIjNDEjJDEjJDQjJDgz
65f10f59b5a3f17e1ea35b8d,3,3회연속,급성기 뇌졸중,동아대학교병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQ0NjEwMDIjNDEjJDEjJDQjJDgz
65f10f59b5a3f17e1ea35b8e,1,최근우수,혈액투석,동아대학교병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQ0NjEwMDIjNDEjJDEjJDQjJDgz
65f10f59b5a3f17e1ea35b8f,3,3회연속,관상동맥우회술,동아대학교병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQ0NjEwMDIjNDEjJDEjJDQjJDgz
65f10f59b5a3f17e1ea35b90,3,3회연속,대장암,동아대학교병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQ0NjEwMDIjNDEjJDEjJDQjJDgz
65f10f59b5a3f17e1ea35b91,3,3회연속,유방암,동아대학교병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQ0NjEwMDIjNDEjJDEjJDQjJDgz
65f10f59b5a3f17e1ea35b92,3,3회연속,폐암,동아대학교병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQ0NjEwMDIjNDEjJDEjJDQjJDgz
65f10f59b5a3f17e1ea35b93,3,3회연속,만성폐쇄성폐질환,동아대학교병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQ0NjEwMDIjNDEjJDEjJDQjJDgz
65f10f59b5a3f17e1ea35b94,3,3회연속,위암,동아대학교병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQ0NjEwMDIjNDEjJDEjJDQjJDgz
65f10f59b5a3f17e1ea35b95,1,최근우수,만성폐쇄성폐질환,세흥병원,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQyIyQ3IyQwMCQzNjE4MzIjNjEjJDEjJDAjJDgz
65f10f59b5a3f17e1ea35b96,1,최근우수,대장암,의료법인 파란시티의료재단 부산항운병원,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4OSQyNjE4MzIjNjEjJDEjJDgjJDgz
65f10f59b5a3f17e1ea35b97,1,최근우수,요양병원,심당요양병원,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ3OSQyNjEwMDIjNzEjJDEjJDgjJDgz
65f10f59b5a3f17e1ea35b98,1,최근우수,요양병원,의료법인은경의료재단 인창요양병원,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ3OSQzNjEyMjIjODEjJDEjJDIjJDgz
65f10f59b5a3f17e1ea35b99,1,최근우수,요양병원,사회복지법인 동남복지재단 부산은빛요양병원,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ5OSQyNjE4MzIjODEjJDEjJDIjJDgz
65f10f59b5a3f17e1ea35b9a,1,최근우수,요양병원,광안정다운요양병원,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQ3IyQwMyQzNjEwMDIjODEjJDEjJDIjJDgz
65f10f59b5a3f17e1ea35b9b,1,최근우수,요양병원,의료법인좋은사람들의료재단 관자재요양병원,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQ3IyQxMyQyNjEwMDIjNTEjJDEjJDIjJDgz
65f10f59b5a3f17e1ea35b9c,3,3회연속,요양병원,의)은성의료재단 좋은애인요양병원,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQzIyQ4MiQyNjE0ODEjNjEjJDEjJDgjJDgz
65f10f59b5a3f17e1ea35b9d,1,최근우수,요양병원,송도요양병원,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQzIyQxMyQyNjE4MzIjNTEjJDEjJDIjJDgz
65f10f59b5a3f17e1ea35b9e,3,3회연속,요양병원,의료법인나라의료재단중앙나라요양병원,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQyIyQ3IyQwMCQzNjE0ODEjNTEjJDEjJDYjJDgz
65f10f59b5a3f17e1ea35b9f,1,최근우수,요양병원,연산관자재요양병원,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ2MiQyNjE0ODEjNDEjJDEjJDgjJDgz
65f10f59b5a3f17e1ea35ba0,1,최근우수,요양병원,의료법인 참사람의료재단 금곡효요양병원,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ3OSQ0NjE0ODEjNzEjJDEjJDgjJDgz
65f10f59b5a3f17e1ea35ba1,1,최근우수,요양병원,의료법인 청송의료재단 해뜨락요양병원,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ3OSQyNjEyMjIjODEjJDEjJDIjJDgz
65f10f59b5a3f17e1ea35ba2,3,3회연속,요양병원,가족사랑 요양병원,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4OSQzNjEyMjIjODEjJDEjJDIjJDgz
65f10f59b5a3f17e1ea35ba3,1,최근우수,요양병원,의료법인은경의료재단 인창대연요양병원,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5MiQzNjE4MzIjNDEjJDEjJDQjJDgz
65f10f59b5a3f17e1ea35ba4,1,최근우수,요양병원,의료법인 해올의료재단 힐마루요양병원,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5MiQzNjEwMDIjNTEjJDEjJDYjJDgz
65f10f59b5a3f17e1ea35ba5,3,3회연속,요양병원,의료법인 은성의료재단 좋은주례요양병원,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5OSQyNjE0ODEjNjEjJDEjJDgjJDgz
65f10f59b5a3f17e1ea35ba6,1,최근우수,요양병원,덕천요양병원,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5OSQyNjE4MzIjNDEjJDEjJDgjJDgz
65f10f59b5a3f17e1ea35ba7,1,최근우수,요양병원,새라새요양병원,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5OSQzNjE4MzIjNTEjJDEjJDYjJDgz
65f10f59b5a3f17e1ea35ba8,3,3회연속,요양병원,의료법인 강혜의료재단 온천사랑의요양병원,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQwMyQyNjEwMDIjODEjJDEjJDIjJDgz
